	Location	Prices_per_year (₦ or $)	Bedrooms	Baths	Toilets
2304	Palmgroove Ikorodu Road(ilupeju) Ilupeju Lagos	₦ 2,000,000	2.0	3.0	3.0
2305	Hrc Estate Vgc Lekki Lagos	₦ 500,000	1.0	1.0	1.0
2306	Ikota Villa Lekki Lagos	₦ 900,000	1.0	1.0	1.0
2307	General Hospital Bus Stop Lasu Rd Ikotun Igando Lagos	₦ 500,000	2.0	3.0	3.0
2308	Ipaja Alimosho Lagos	₦ 1,200,000	2.0	2.0	2.0
2309	Lekki County Ikota Lekki Lagos	₦ 1,200,000	0.0	0.0	0.0
2310	Lekki Lagos	₦ 6,000,000	0.0	0.0	0.0
2311	Palmgroove Shomolu Lagos	₦ 700,000	1.0	0.0	0.0
2312	1b, Prince Bode Adebowale Crescent, Lekki Phase 1 Lekki Lagos	₦ 750,000	1.0	1.0	1.0
2313	Onike Iwaya Yaba Lagos	₦ 10,000	0.0	0.0	0.0
2314	Baruwa Ipaja Lagos	₦ 1,000,000	3.0	4.0	4.0
2315	Ago Palace Okota Lagos	₦ 1,600,000	2.0	2.0	3.0
2316	Unilag Estate Magodo Gra Phase 1 Ojodu Lagos	₦ 2,000,000	3.0	3.0	3.0
2317	Asorock Bucknor Estate, Jakande Axis. Isolo Lagos	₦ 900,000	1.0	1.0	2.0
2318	Thera Annex Estate Eti Osa Sangotedo Ajah Lagos	₦ 1,300,000	1.0	1.0	2.0
2319	Shoprite Road Osapa London Lekki Lagos	₦ 1,700,000	0.0	1.0	1.0
2320	General Hospital Axis Ikotun Igando Lagos	₦ 600,000	2.0	3.0	3.0
2321	Harris Drive Vgc Lekki Lagos	₦ 650,000	0.0	0.0	0.0
2322	Rock Stone Estate Badore Ajah Lagos	₦ 400,000	1.0	1.0	1.0
2323	Victoria Island Lagos	₦ 1,500,000	0.0	0.0	1.0
2324	Ago Palace Okota Lagos	₦ 1,400,000	3.0	3.0	4.0
2325	Whitesand Lekki Phase 1 Lekki Lagos	₦ 5,500,000	3.0	3.0	3.0
2326	By Nicon Town Ikate Lekki Lagos	₦ 2,200,000	1.0	1.0	2.0
2327	Fola Agoro Yaba Lagos	₦ 600,000	0.0	0.0	0.0
2328	Off College Road,ikeja Ifako Ogba Ogba Lagos	₦ 400,000	1.0	1.0	1.0
2329	Mende Maryland Lagos	₦ 1,000,000	1.0	1.0	1.0
2330	Orchid Lekki Lagos	₦ 2,000,000	1.0	1.0	2.0
2331	Nnobi Kilo Marsha Surulere Lagos	₦ 1,200,000	2.0	2.0	2.0
2332	Ifako Gbagada Gbagada Lagos	₦ 2,000,000	2.0	2.0	2.0
2333	Pedro Phase 1 Gbagada Lagos	₦ 900,000	1.0	1.0	1.0
2334	Ago Palace Okota Lagos	₦ 1,800,000	3.0	3.0	4.0
2335	Ifako Gbagada Gbagada Lagos	₦ 1,500,000	1.0	2.0	2.0
2336	Thomas Estate Ajah Lagos	₦ 1,300,000	1.0	1.0	2.0
2337	Unity Estate Egbeda Alimosho Lagos	₦ 2,000,000	2.0	3.0	3.0
2338	Osapa London Lekki Lagos	₦ 1,500,000	1.0	1.0	1.0
2339	Southern View Estate Chevron Lekki Lagos	₦ 1,600,000	0.0	0.0	0.0
2340	Banana Island Road, Ikoyi Lagos	₦ 25,000,000	3.0	3.0	3.0
2341	Banana Island Ikoyi Lagos	₦ 12,000,000	2.0	2.0	3.0
2342	Freedom Way Lekki Phase 1 Lekki Lagos	₦ 6,000,000	3.0	3.0	4.0
2343	Freedom Way, Phase 1 Lekki Lagos	₦ 2,500,000	0.0	0.0	0.0
2344	Ojodu Berger Yakoyo Alagbole Ojodu Lagos	₦ 1,300,000	1.0	2.0	2.0
2345	Osapa Lekki Lagos	₦ 90,000	1.0	2.0	3.0
2346	Greenville Estate Badore Ajah Lagos	₦ 500,000	0.0	0.0	0.0
2347	Badore Ajah Lagos	₦ 1,000,000	2.0	2.0	3.0
2348	Badore Ajah Lagos	₦ 2,300,000	2.0	2.0	3.0
2349	Miracle Zone Estate Sangotedo Ajah Lagos Sangotedo Ajah Lagos	₦ 1,200,000	1.0	2.0	2.0
2350	Arigidi, Old Bodija Ibadan Oyo	₦ 135,000,000	5.0	5.0	6.0
2351	Victoria Island Lagos	₦ 15,000,000	3.0	3.0	4.0
2352	Ikoyi Lagos	₦ 25,000,000	0.0	0.0	0.0
2353	Lekki Lagos	₦ 3,500,000	3.0	3.0	4.0
2354	Badore Ajah Lagos	₦ 2,000,000	0.0	0.0	0.0
2355	Off Lekki Epe Expressway Ajah Lagos	₦ 3,000,000	3.0	4.0	5.0
2356	Banana Island Ikoyi Lagos	₦ 22,000,000	3.0	3.0	4.0
2357	Marwa Lekki Phase 1 Lekki Lagos	₦ 7,000,000	4.0	0.0	0.0
2358	Ilasan Lekki Lagos	₦ 2,200,000	0.0	0.0	0.0
2359	Banana Island Ikoyi Lagos	₦ 26,000,000	4.0	4.0	5.0
2360	Ikoyi Lagos	$ 25,000	3.0	3.0	4.0
2361	Alagomeji Yaba Lagos	₦ 3,500,000	3.0	3.0	4.0
2362	Sultan View Estate Chevron Lekki Lagos	₦ 1,000,000	1.0	1.0	1.0
2363	Ikoyi Lagos	₦ 8,000,000	2.0	2.0	3.0
2364	Rockstone Badore Ajah Lagos	₦ 850,000	2.0	0.0	0.0
2365	Osapa London Lekki Lagos	₦ 3,800,000	3.0	3.0	4.0
2366	Sangotedo Ajah Lagos	₦ 1,300,000	2.0	0.0	0.0
2367	Unity Estate Badore Ajah Lagos	₦ 900,000	1.0	1.0	1.0
2368	Governors Road Ikotun Igando Lagos	₦ 1,000,000	2.0	3.0	3.0
2369	Off Lekki Epe Expressway Ajah Lagos	₦ 800,000	1.0	2.0	2.0
2370	Ilaje Ajah Lagos	₦ 2,500,000	3.0	3.0	4.0
2371	Sangotedo Ajah Lagos	₦ 1,200,000	1.0	1.0	2.0
2372	Igbo Efon Lekki Lagos	₦ 2,400,000	1.0	1.0	1.0
2373	Silver Land Estate Sangotedo Ajah Lagos	₦ 1,000,000	1.0	2.0	2.0
2374	Ikate Lekki Lagos	₦ 3,000,000	1.0	1.0	2.0
2375	Olateju Mushin Lagos	₦ 300,000	0.0	0.0	0.0
2376	Iroko Estate, Lasu Isheri Road Ikotun Igando Lagos	₦ 700,000	2.0	2.0	2.0
2377	Masha Road Suruler Masha Surulere Lagos	₦ 1,300,000	0.0	0.0	0.0
2378	Lagos Business School Olokonla Ajah Lagos	₦ 700,000	0.0	0.0	1.0
2379	Bola Adelabu Surulere Lagos	₦ 1,400,000	2.0	2.0	3.0
2380	United Estate, Sangotedo Ajah Lagos	₦ 700,000	0.0	1.0	1.0
2381	Lekki Epe Expressway Igbo Efon Lekki Lagos	₦ 1,500,000	0.0	1.0	1.0
2382	Hrc Estate Vgc Lekki Lagos	₦ 650,000	1.0	1.0	1.0
2383	Unilag Estate Magodo Gra Phase 1 Ojodu Lagos	₦ 2,500,000	4.0	4.0	4.0
2384	Estate Thomas Estate Ajah Lagos	₦ 2,500,000	3.0	4.0	5.0
2385	Precisely Pedro Road Shomolu Lagos	₦ 1,200,000	1.0	2.0	2.0
2386	Country Westerned Estate Along Lekki Expressway Lekki Lagos	₦ 900,000	0.0	0.0	0.0
2387	Close To Pinnacle Filling Station Lekki Phase 1 Lekki Lagos	₦ 1,100,000	1.0	1.0	1.0
2388	Freedom Way,eti Osa Lekki Phase 1 Lekki Lagos	₦ 5,000,000	3.0	3.0	4.0
2389	Westend Ikota Lekki Lagos	₦ 1,200,000	1.0	1.0	1.0
2390	Westend Estate Ikota Lekki Lagos	₦ 1,700,000	1.0	1.0	1.0
2391	Graceland Estate, Baruwa Ipaja Lagos	₦ 150,000	0.0	1.0	1.0
2392	Parkview Estate Ikoyi Lagos	₦ 7,000,000	3.0	3.0	3.0
2393	Oniru Victoria Island Lagos	₦ 4,500,000	1.0	0.0	0.0
2394	Oniru Victoria Island Lagos	₦ 4,000,000	2.0	2.0	3.0
2395	Oniru Victoria Island Lagos	₦ 4,500,000	3.0	3.0	4.0
2396	Unilag Estate Magodo Gra Phase 1 Ojodu Lagos	₦ 1,500,000	3.0	3.0	3.0
2397	Off Mobil Road Ilaje Ajah Lagos	₦ 650,000	0.0	0.0	0.0
2398	Silverland Estate Behind Terra Annex Estate Sangotedo Ajah Lagos	₦ 2,200,000	2.0	0.0	0.0
2399	Graceland Estate Isheri Olofin Ikotun Igando Lagos	₦ 1,150,000	2.0	2.0	3.0
2400	Off Coker Road Ilupeju Lagos	₦ 900,000	1.0	1.0	1.0
2401	Igbo Efon Lekki Lagos	₦ 1,300,000	0.0	0.0	0.0
2402	Chevron Lekki Lagos	₦ 170,000,000	5.0	5.0	6.0
2403	Lekki Phase 1 Lekki Lagos	₦ 3,500,000	2.0	2.0	3.0
2404	Remlek Estate Badore Ajah Lagos	₦ 700,000	0.0	0.0	0.0
2405	Conservation Chevron Lekki Lagos	₦ 2,300,000	2.0	2.0	2.0
2406	Good Homes Estate Ado Road Ado Ajah Lagos	₦ 1,000,000	1.0	1.0	2.0
2407	Lekki Phase 1 Lekki Lagos	₦ 5,500,000	2.0	2.0	3.0
2408	Off Lawanson Road Surulere Lagos	₦ 1,200,000	1.0	1.0	2.0
2409	Orchid Lekki Lagos	₦ 3,000,000	2.0	2.0	3.0
2410	Pedro Road Palmgroove Shomolu Lagos	₦ 650,000	1.0	1.0	1.0
2411	Chevy View Estate Chevron Lekki Lagos	₦ 1,600,000	1.0	1.0	1.0
2412	Sangotedo Ajah Lagos	₦ 600,000	0.0	0.0	0.0
2413	Victoria Island Lagos	₦ 15,000,000	3.0	3.0	4.0
2414	Off Banana Island Road Ikoyi Lagos	₦ 13,000,000	3.0	3.0	4.0
2415	Palmgroove Ikorodu Road(ilupeju) Ilupeju Lagos	₦ 450,000	0.0	0.0	0.0
2416	Oniru Victoria Island Lagos	₦ 10,000,000	3.0	3.0	4.0
2417	Liberty Estate In Ago Palace Isolo Lagos	₦ 2,100,000	2.0	2.0	3.0
2418	Banana Island Ikoyi Lagos	₦ 19,000,000	0.0	0.0	0.0
2419	Banana Island Ikoyi Lagos	₦ 40,000,000	3.0	3.0	3.0
2420	Chevron Lekki Lagos	₦ 5,000,000	3.0	3.0	4.0
2421	Divine Avenue Bucknor Estate Isolo Lagos	₦ 1,100,000	2.0	2.0	3.0
2422	Ikoyi Lagos	₦ 15,000,000	4.0	4.0	5.0
2423	Eko Energy City Eko Atlantic Victoria Island Lagos	$ 76,000	3.0	3.0	3.0
2424	Greenland Estate Ogombo Ajah Lagos	₦ 1,250,000	2.0	2.0	2.0
2425	Adegoke Estate Masha Surulere Lagos	₦ 3,500,000	3.0	4.0	4.0
2426	Chevron Lekki Lagos	₦ 5,000,009	3.0	3.0	4.0
2427	Lekki Phase 1 Lekki Lagos	₦ 5,500,000	0.0	0.0	0.0
2428	Maryland Ikeja Lagos	₦ 6,000,000	4.0	4.0	4.0
2429	Prime Water Garden Ikate Lekki Lagos	₦ 4,000,000	3.0	3.0	3.0
2430	Alakuko Ojokoro Abule Egba Lagos	₦ 500,000	0.0	0.0	0.0
2431	Aguda Surulere Lagos	₦ 2,000,000	0.0	3.0	3.0
2432	Isheri North Ojodu Lagos	₦ 2,500,000	2.0	2.0	3.0
2433	Mawa Lekki Right Lekki Phase 1 Lekki Lagos	₦ 5,000,000	3.0	3.0	3.0
2434	Idado Chevron Lekki Idado Lekki Lagos	₦ 4,000,000	2.0	2.0	2.0
2435	Ogidan Sangotedo Ajah Lagos	₦ 600,000	0.0	0.0	0.0
2436	Spg Lekki Lagos	₦ 2,200,000	1.0	1.0	2.0
2437	Seaside Estate Badore Ajah Lagos	₦ 300,000	0.0	0.0	0.0
2438	Newroad Igbo Efon Lekki Lagos	₦ 750,000	0.0	1.0	1.0
2439	Bariga Shomolu Lagos	₦ 500,000	0.0	0.0	0.0
2440	Domino’s Pizza Ologolo Lekki Lagos	₦ 3,300,000	2.0	2.0	3.0
2441	Royal Pine Orchid Road Lekki Phase 2 Lekki Lagos	₦ 1,200,000	0.0	0.0	0.0
2442	Mega Chicken Ikota Villa Estate Eti Osa Lekki Lagos	₦ 3,500,000	2.0	2.0	3.0
2443	Chevron Lekki Lagos	₦ 1,200,000	0.0	1.0	1.0
2444	Royal Pine Estate Orchid Chevron Lekki Lagos	₦ 800,000	1.0	1.0	1.0
2445	Seaside Badore Ajah Lagos	₦ 1,300,000	2.0	2.0	3.0
2446	Unity Estate Badore Ajah Lagos	₦ 950,000	3.0	3.0	4.0
2447	Mega Chicken Ikota Ikota Lekki Lagos	₦ 2,800,000	2.0	2.0	2.0
2448	Lekki County Homes Ikota Lekki Lagos	₦ 1,000,000	0.0	0.0	0.0
2449	Ologolo Ologolo Lekki Lagos	₦ 2,200,000	1.0	1.0	2.0
2450	Behind Mayfair Garden Estate Awoyaya Ajah Lagos	₦ 1,000,000	2.0	3.0	3.0
2451	Off Masha Road Surulere Lagos	₦ 550,000	1.0	1.0	1.0
2452	Banana Island Ikoyi Lagos	₦ 18,000,000	3.0	3.0	4.0
2453	1b Prince Bode Adebowale Crescent, Lekki Phase 1 Lekki Lagos	₦ 800,000	1.0	1.0	1.0
2454	Naf Valley Estate Asokoro Abuja Diplomatic Zone Asokoro Abuja	₦ 20,000,000	4.0	5.0	5.0
2455	Magodo Gra Phase 2 Kosofe Ikosi Lagos	₦ 4,000,000	3.0	3.0	4.0
2456	Back Of Lagos Business School Sangotedo Lagos	₦ 1,300,000	2.0	2.0	3.0
2457	At Waziri Ibrahim Crescent Off Elsie Femi Pearse Kofo Abayomi Victoria Island Lagos	₦ 4,000,000	1.0	1.0	2.0
2458	Abule Egba Lagos	₦ 450,000	1.0	1.0	1.0
2459	United Estate,eti Osa Sangotedo Ajah Lagos	₦ 800,000	1.0	1.0	1.0
2460	Okun Ajah Ajah Lagos	₦ 600,000	1.0	1.0	1.0
2461	Igbe Kapo, Igbe Lara Ikorodu Lagos	₦ 120,000	1.0	1.0	0.0
2462	Egbeda Alimosho Lagos	₦ 500,000	0.0	1.0	1.0
2463	Ikota Villa Ikota Lekki Lagos	₦ 750,000			
2464	Spg Road Ologolo Ologolo Lekki Lagos	₦ 3,500,000	3.0	3.0	3.0
2465	Ologolo Street Lekki Lagos	₦ 1,800,000	1.0	2.0	2.0
2466	Anu Crescent Badore Ajah Lagos	₦ 700,000	1.0	2.0	2.0
2467	Shoprite Road Osapa London Lekki Lagos	₦ 600,000	0.0	1.0	1.0
2468	Vgc Vgc Lekki Lagos	₦ 850,000	1.0	1.0	1.0
2469	Spg Road, Ologolo Lekki Lagos	₦ 1,100,000	0.0	0.0	0.0
2470	Palmgroove Ilupeju Lagos	₦ 450,000	0.0	0.0	0.0
2471	Lagos Business School Olokonla Ajah Lagos	₦ 1,300,000	1.0	1.0	2.0
2472	Mafoluku Oshodi Lagos	₦ 400,000	1.0	1.0	1.0
2473	Off Lawason Road Surulere Lagos	₦ 500,000	1.0	2.0	2.0
2474	Obawole Ifako Ogba Ogba Lagos	₦ 750,000	1.0	0.0	0.0
2475	Mafoluku Oshodi Lagos	₦ 1,200,000	2.0	2.0	3.0
2476	Orchid Lekki Lagos	₦ 1,700,000	1.0	1.0	1.0
2477	By Spg Igbo Efon Lekki Lagos	₦ 1,500,000	1.0	1.0	1.0
2478	Chevy View Estate Chevron Lekki Lagos	₦ 2,000,000	0.0	0.0	0.0
2479	Lekki Phase 1 Lekki Lagos	₦ 7,000,000	2.0	2.0	3.0
2480	Paradise Estate 3 Chevron Lekki Lagos	₦ 3,000,000	2.0	2.0	3.0
2481	Amuwo Odofin Lagos	₦ 2,500,000	3.0	3.0	4.0
2482	2nd Avenue Extension Ikoyi Lagos	₦ 40,000,000	3.0	3.0	4.0
2483	Infinity Estate Ado Ajah Lagos	₦ 2,000,000	3.0	3.0	4.0
2484	Badore Ajah Lagos	₦ 900,000	0.0	0.0	0.0
2485	Ikota Lekki Lagos	₦ 1,000,000	0.0	0.0	0.0
2486	Estate Badore Ajah Lagos	₦ 1,500,000	0.0	0.0	0.0
2487	Sunny Villa Estate Badore Ajah Lagos	₦ 450,000	0.0	0.0	0.0
2488	Ikate Lekki Lagos	₦ 650,000	1.0	1.0	1.0
2489	Itire Surulere Lagos	₦ 1,300,000	2.0	3.0	3.0
2490	Dpk Estate Orchid Lekki Lagos	₦ 900,000	0.0	0.0	0.0
2491	Off Admiralty Road Lekki Phase 1 Lekki Lagos	₦ 7,000,000	2.0	2.0	3.0
2492	Divine Avenue Bucknor Estate Isolo Lagos	₦ 1,300,000	2.0	2.0	3.0
2493	Victoria Island Lagos	₦ 5,000,000	1.0	1.0	2.0
2494	Ikeja Wempco Road Ogba Lagos	₦ 3,500,000	3.0	3.0	4.0
2495	Lekki Phase 1 Lekki Lagos	₦ 7,000,000	3.0	3.0	4.0
2496	Remi Olowude Street Lekki Phase 1 Lekki Lagos	₦ 16,000,000	3.0	3.0	3.0
2497	Lekki County Westend Estate Ikota Lekki Lagos	₦ 1,200,000	0.0	0.0	0.0
2498	Ikota Lekki Lagos	₦ 800,000	0.0	0.0	0.0
2499	Estate Badore Ajah Lagos	₦ 900,000	0.0	0.0	0.0
2500	Harmony Estate, Langbassa Ado Ajah Lagos	₦ 2,000,000	3.0	3.0	3.0
2501	Lekki Phase 1 Lekki Lagos	₦ 10,000,000	4.0	4.0	5.0
2502	Lekki County Ikota Lekki Lagos	₦ 1,000,000	0.0	0.0	0.0
2503	General Paint Ajah Lagos	₦ 3,500,000	0.0	0.0	0.0
2504	Greenville Estate Badore Ajah Lagos	₦ 1,500,000	0.0	0.0	0.0
2505	Palmgroove Shomolu Lagos	₦ 600,000	0.0	1.0	1.0
2506	Old Ikoyi Old Ikoyi Ikoyi Lagos	₦ 500,000,000	4.0	4.0	5.0
2507	Adeola Odeku Victoria Island Lagos	₦ 15,000,000	3.0	3.0	4.0
2508	Victoria Island Lagos	₦ 15,000,000	3.0	3.0	4.0
2509	Igbo Efon Lekki Lagos	₦ 1,200,000	0.0	0.0	0.0
2510	United Estate Sangotedo Ajah Lagos	₦ 800,000	1.0	2.0	2.0
2511	Southern View Estate Chevron Lekki Lagos	₦ 1,000,000	0.0	0.0	0.0
2512	Chevy View Chevron Lekki Lagos	₦ 1,800,000	0.0	0.0	0.0
2513	Akins, Ado Ajah Lagos	₦ 2,500,000	3.0	3.0	4.0
2514	Off Fola Agoro Road Fola Agoro Yaba Lagos	₦ 700,000	0.0	0.0	0.0
2515	Sultan View Estate Chevron Lekki Lagos	₦ 1,300,000	1.0	1.0	1.0
2516	Pako Bus Stop Ikotun Igando Lagos	₦ 500,000	1.0	2.0	2.0
2517	Sunny Villa Estate Badore Ajah Lagos	₦ 400,000	0.0	0.0	0.0
2518	Marwa Lekki 1 Lekki Phase 1 Lekki Lagos	₦ 4,500,000	3.0	3.0	4.0
2519	Alakuko, Ojokoro Abule Egba Lagos	₦ 500,000	3.0	3.0	2.0
2520	Chevy View Estate Chevron Lekki Lagos	₦ 45,000	1.0	1.0	1.0
2521	Idado Estate Lekki Lagos	₦ 1,700,000	0.0	0.0	0.0
2522	Off Transformer Bstop Bucknor Isolo Lagos	₦ 600,000	1.0	0.0	0.0
2523	Off Olateju Mushin Lagos	₦ 400,000	0.0	0.0	0.0
2524	Off College Road Ifako Ogba Ogba Lagos	₦ 2,700,000	3.0	3.0	3.0
2525	Santos Estate Akowonjo Alimosho Lagos	₦ 1,700,000	3.0	3.0	4.0
2526	Seaside Badore Ajah Lagos	₦ 700,000	0.0	0.0	0.0
2527	By Omole Phase 2 Olowora Ojodu Lagos	₦ 1,500,000	2.0	2.0	3.0
2528	Ladi Lak, Shomolu Lagos	₦ 400,000	0.0	0.0	1.0
2529	Ilaje Ajah Lagos	₦ 1,400,000	0.0	0.0	0.0
2530	Lekki Phase 1 Lekki Lagos	₦ 10,000,000	2.0	2.0	2.0
2531	Greenville Badore Ajah Lagos	₦ 950,000	2.0	2.0	3.0
2532	Adeniyi Jones Ikeja Lagos	₦ 4,500,000	3.0	3.0	4.0
2533	Ikate Lekki Lagos	₦ 6,000,000	2.0	2.0	3.0
2534	Harmony Estate Ado Ajah Lagos	₦ 650,000	0.0	0.0	0.0
2535	Ifako Gbagada Gbagada Lagos	₦ 650,000	0.0	1.0	1.0
2536	Thera Annex ,eti Osa Sangotedo Ajah Lagos	₦ 1,700,000	2.0	2.0	3.0
2537	Kudebu Estate Junction Isheri Oshun Ijegun. Bucknor Isolo Lagos	₦ 800,000	2.0	2.0	3.0
2538	Divine Avenue Bucknor Isolo Lagos	₦ 1,000,000	1.0	1.0	2.0
2539	Oke Ira Ogba Ikeja Ajayi Road Ogba Lagos	₦ 1,600,000	3.0	3.0	4.0
2540	Marshy Hills Estate Badore Ajah Lagos	₦ 1,500,000	2.0	2.0	3.0
2541	Bisis Estate Oko Oba Agege Lagos	₦ 1,500,000	3.0	0.0	0.0
2542	Magodo Gra Phase 2 Kosofe Ikosi Lagos	₦ 5,000,000	2.0	2.0	3.0
2543	Badore Ajah Lagos	₦ 650,000	1.0	1.0	1.0
2544	Royal Pine Estate Orchid Lekki Lagos	₦ 1,000,000	1.0	1.0	1.0
2545	Mafoluku Oshodi Lagos	₦ 800,000	1.0	1.0	2.0
2546	Peninsula Estate Ajah Lagos	₦ 1,200,000	0.0	0.0	0.0
2547	Akoka Yaba Lagos	₦ 750,000	0.0	0.0	0.0
2548	Adeola Odeku Victoria Island Lagos	₦ 17,000,000	3.0	3.0	3.0
2549	Off Bajulaiye Road Fola Agoro Yaba Lagos	₦ 400,000	0.0	0.0	0.0
2550	Spg Road, Ologolo Lekki Lagos	₦ 1,100,000			
2551	Simeon Akinlonu Oniru Victoria Island Lagos	₦ 12,000,000	2.0	2.0	3.0
2552	Ikate Lekki Lagos Ikate Lekki Lagos	₦ 8,000,000	2.0	2.0	3.0
2553	Off Nnobi Itire Surulere Lagos	₦ 1,400,000	1.0	2.0	2.0
2554	Lekki County Westend Estate Ikota Lekki Lagos	₦ 500,000	1.0	1.0	1.0
2555	Mafoluku Oshodi Lagos	₦ 600,000	1.0		1.0
2556	Ajah Lagos	₦ 1,500,000	2.0	2.0	3.0
2557	Adekunle Yaba Lagos	₦ 1,800,000	3.0	3.0	4.0
2558	Old Ikoyi Ikoyi Lagos	₦ 22,000,000	4.0	4.0	5.0
2559	Isheri Oshun Bucknor Isolo Lagos	₦ 950,000	2.0	2.0	3.0
2560	Lekki Epe Expressway Awoyaya Ajah Lagos	₦ 500,000	1.0	1.0	2.0
2561	Ilasan Lekki Lagos	₦ 2,200,000	0.0	0.0	0.0
2562	Mafoluku Oshodi Lagos	₦ 1,500,000	3.0	3.0	4.0
2563	Silver Land Estate Sangotedo. Sangotedo Ajah Lagos	₦ 1,200,000	2.0	2.0	2.0
2564	Iyana Ekoro Meiran Abule Egba Lagos	₦ 500,000	1.0	1.0	2.0
2565	Alapere Kosofe Ikosi Lagos	₦ 300,000	0.0	0.0	0.0
2566	Osapa London Lekki Lagos	₦ 900,000	1.0	1.0	1.0
2567	Estate Ado Ajah Lagos	₦ 1,500,000	0.0	0.0	0.0
2568	Agungi Lekki Lagos	₦ 4,500,000	2.0	0.0	0.0
2569	Aguda Coker Surulere Lagos	₦ 1,800,000	3.0	3.0	3.0
2570	Lekki County Westend Estate Ikota Lekki Lagos	₦ 700,000	1.0	1.0	1.0
2571	Magodo Gra Phase 2 Kosofe Ikosi Lagos	₦ 7,500,000	2.0	2.0	3.0
2572	Oshogun Street Ketu Lagos	₦ 500,000	1.0	1.0	1.0
2573	Ologolo Lekki Lagos	₦ 4,000,000	2.0	2.0	3.0
2574	Badore Ajah Lagos	₦ 700,000	1.0	1.0	2.0
2575	Akoka Yaba Lagos	₦ 1,700,000	1.0	1.0	2.0
2576	Ladele Dada Kilo Marsha Surulere Lagos	₦ 1,500,000	3.0	3.0	3.0
2577	Spg Ologolo Lekki Lagos	₦ 2,800,000	2.0	2.0	3.0
2578	Mafoluku Oshodi Lagos	₦ 1,200,000	2.0	2.0	3.0
2579	1004 Estate Victoria Island Lagos	₦ 6,000,000	3.0	2.0	3.0
2580	Ikeja Aguda(ogba) Ogba Lagos	₦ 1,600,000	2.0	2.0	2.0
2581	Mende Maryland Lagos	₦ 500,000	0.0	1.0	1.0
2582	Gbagada Lagos	₦ 800,000	1.0	1.0	1.0
2583	Olowora Ojodu Lagos	₦ 850,000	1.0	1.0	1.0
2584	Oniru Oniru Victoria Island Lagos	₦ 3,000,000	1.0	1.0	2.0
2585	Randle Avenue Surulere Lagos	₦ 600,000	0.0	1.0	1.0
2586	Fadeyi Jibowu Yaba Lagos	₦ 350,000	0.0	0.0	0.0
2587	Mafoluku Oshodi Lagos	₦ 400,000	1.0	1.0	1.0
2588	Olufemi Shokan Street Off Eniton Road Aguda Surulere Lagos	₦ 1,500,000	1.0	2.0	2.0
2589	Mafoluku Oshodi Lagos	₦ 400,000	1.0	1.0	1.0
2590	Abule Egba Lagos	₦ 500,000	1.0	1.0	1.0
2591	1 B Prince Bode Adebowale Crescent Lekki Lagos	₦ 400,000	1.0	1.0	1.0
2592	Mafoluku Oshodi Lagos	₦ 400,000	1.0	1.0	1.0
2593	Mafoluku Oshodi Lagos	₦ 500,000	1.0	1.0	1.0
2594	Oniru Victoria Island Lagos	₦ 2,000,000	1.0	1.0	2.0
2595	More Road Estate Sabo Yaba Lagos	₦ 600,000	0.0	0.0	0.0
2596	Soluyi Gbagada Lagos	₦ 800,000	1.0	1.0	1.0
2597	Ogidan Sangotedo Ajah Lagos	₦ 600,000	0.0	0.0	0.0
2598	Ikota Villa Lekki Lagos	₦ 3,500,000	2.0	2.0	2.0
2599	West End Estate Lekki County Ikota Lekki Lagos	₦ 900,000	0.0	0.0	0.0
2600	Adeola Odeku Victoria Island Lagos	₦ 17,000,000	3.0	3.0	3.0
2601	Agbonyin Kilo Marsha Surulere Lagos	₦ 2,000,000	3.0	2.0	3.0
2602	Chevron Lekki Lagos	₦ 2,400,000	1.0	1.0	1.0
2603	Salem, By Ilasan Ikate Lekki Lagos	₦ 2,000,000	1.0	1.0	1.0
2604	Southern View Estate Chevron Lekki Lagos	₦ 900,000	0.0	0.0	0.0
2605	Aibu Oki Street Adeniran Ogunsanya Surulere Lagos	₦ 400,000	1.0	1.0	1.0
2606	Shomolu Lagos	₦ 600,000	0.0	0.0	0.0
2607	Banana Island Ikoyi Lagos	₦ 23,000,000	3.0	3.0	4.0
2608	Morekete Estate Igbogbo Ikorodu Lagos	₦ 200,000	1.0	1.0	1.0
2609	Ikota Villa Ikota Lekki Lagos	₦ 4,000,000	4.0	4.0	4.0
2610	Banana Island Ikoyi Lagos	₦ 850,000,000	6.0	6.0	7.0
2611	Badore Ajah Lagos	₦ 1,500,000	0.0	0.0	0.0
2612	Lekki Phase 1 Lekki Lagos	₦ 24,000,000	3.0	3.0	4.0
2613	Nike Art Gallery, Ikate Lekki Lagos	₦ 6,500,000	4.0	4.0	5.0
2614	Badore Ajah Lagos	₦ 950,000	0.0	0.0	0.0
2615	Banana Island Ikoyi Lagos	₦ 20,000,000	3.0	3.0	4.0
2616	1004 Estate 1004 Victoria Island Lagos	₦ 9,000,000	3.0	3.0	3.0
2617	Onigefon Road Oniru Victoria Island Lagos	₦ 10,000,000	3.0	3.0	3.0
2618	Sultan View Estate Chevron Lekki Lagos	₦ 1,600,000	1.0	1.0	1.0
2619	Lagos Homs, Monastery Road Sangotedo Lagos	₦ 1,500,000	3.0	0.0	0.0
2620	Ikeja Gra Ikeja Lagos	₦ 8,000,000	3.0	3.0	4.0
2621	Ado Ajah Lagos	₦ 2,000,000	3.0	4.0	5.0
2622	Banana Island Ikoyi Lagos	₦ 35,000,000	3.0	3.0	4.0
